libvisio 0.1.10-1.1
libvlc 3.0.21-31.1
libvorbis 1.3.7-4.1
libvpl 2.15.0-1.1
libvpx 1.15.2-2.1
libvterm 0.3.3-2.1
libwacom 2.16.1-1
libwbclient 2:4.23.2-1.1
libwebp 1.6.0-2.1
libwireplumber 0.5.12-1.1
libwmf 0.2.13-4.1
libwnck3 43.3-1.2
libwpd 0.10.3-5.1
libwps 0.4.14-3.2
libx11 1.8.12-1.1
libx86emu 3.7-2.1
libxau 1.0.12-1.1
libxaw 1.0.16-1.1
libxcb 1.17.0-1.2
libxcomposite 0.4.6-2.1
libxcrypt 4.5.0-1.1
libxcrypt-compat 4.5.0-1.1
libxcursor 1.2.3-1.1
libxcvt 0.1.3-1.1
libxdamage 1.1.6-2.1
libxdmcp 1.1.5-1.2
libxext 1.3.6-1.2
libxfixes 6.0.2-1.1
libxfont2 2.0.7-1.1
libxft 2.3.9-1.2
libxi 1.8.2-1.1
libxinerama 1.1.5-2.1
libxkbcommon 1.12.3-1.1
libxkbcommon-x11 1.12.3-1.1
libxkbfile 1.1.3-1.1
libxml2 2.15.1-1.1
libxmlb 0.3.24-1.1
libxmp 4.6.3-1.1
libxmu 1.2.1-1.1
libxnvctrl 580.105.08-1
libxpm 3.5.17-2.1
libxpresent 1.0.2-1.1
libxrandr 1.5.4-1.1
libxrender 0.9.12-1.1
libxres 1.2.3-1.1
libxshmfence 1.3.3-1.1
libxslt 1.1.43-2.1
libxss 1.2.5-1.1
libxt 1.3.1-1.1
libxtst 1.2.5-1.1
libxv 1.0.13-1.1
libxxf86vm 1.1.6-1.1
libyaml 0.2.5-3.1
libyuv r2426+464c51a03-1.1
libzip 1.11.4-1.2
libzmf 0.0.2-18.1
licenses 20240728-1
lilv 0.24.26-1
linux-api-headers 1:6.16-2
linux-cachyos 6.17.7-3
linux-cachyos-headers 6.17.7-3
linux-cachyos-lts 6.12.56-3
linux-cachyos-lts-headers 6.12.56-3
linux-cachyos-lts-nvidia-open 6.12.56-3
linux-cachyos-nvidia-open 6.17.7-3
linux-firmware 1:20251021-1
linux-firmware-amdgpu 1:20251021-1
linux-firmware-atheros 1:20251021-1
linux-firmware-broadcom 1:20251021-1
linux-firmware-cirrus 1:20251021-1
linux-firmware-intel 1:20251021-1
linux-firmware-mediatek 1:20251021-1
linux-firmware-nvidia 1:20251021-1
linux-firmware-other 1:20251021-1
linux-firmware-radeon 1:20251021-1
linux-firmware-realtek 1:20251021-1
linux-firmware-whence 1:20251021-1
liquidctl 1.15.0-1
lirc 1:0.10.2-5.1
live-media 2025.05.24-1.2
lld 21.1.5-1.1
lldb 21.1.5-1.1
llhttp 9.2.1-2.1
llvm 21.1.5-2
llvm-libs 21.1.5-2
lm_sensors 1:3.6.2-1.1
lmdb 0.9.33-1.1
logrotate 3.22.0-1.1
lpsolve 5.5.2.11-3.1
lsb-release 2.0.r55.a25a4fc-1
lsof 4.99.5-2.1
lsscsi 0.32-2.2
lua 5.4.8-2.1
lua-language-server 3.15.0-1.1
lua51-lpeg 1.1.0-4
lua53 5.3.6-4.1
luajit 2.1.1762386122-1.1
lutris 0.5.19-6
lv2 1.18.10-2.1
lvm2 2.03.36-2.1
lz4 1:1.10.0-3
lzo 2.10-5.1
m4 1.4.20-1.1
mailcap 2.1.54-2
make 4.4.1-2.1
man-db 2.13.1-1.1
man-pages 6.16-1
mangohud 0.8.1-1.1
mbedtls 3.6.4-1
md4c 0.5.2-1.1
mdadm 4.4-2
media-player-info 26-1
megasync 5.16.0-1
meld 3.22.3-1
mesa 1:25.2.6-2
mesa-utils 9.0.0-7.1
micro 2.0.14-1.1
milou 6.5.2-1
minecraft-launcher 1:2.1.3-3
minizip 1:1.3.1-2.1
mjpegtools 2.2.1-3.1
mkinitcpio 40-3
mkinitcpio-busybox 1.36.1-1.1
mlt 7.34.1-1.1
mobile-broadband-provider-info 20250613-1
modemmanager 1.24.2-1.1
modemmanager-qt 6.19.0-1.1
mpdecimal 4.0.1-1.1
mpfr 4.2.2-1.1
mpg123 1.33.3-1.1
mpv 1:0.40.0-7.1
mpvqt 1.1.1-1.1
msgpack-c 6.1.0-2.1
mtdev 1.1.7-1.1
mtools 1:4.0.49-1.1
mujs 1.3.7-1.1
mypaint-brushes1 1.3.1-2
nano 8.6-1.1
nano-syntax-highlighting 2025.07.01.r0.g256995b-2
ncurses 6.5-4.1
neon 0.35.0-1
neovim 0.11.5-1.1
net-snmp 5.9.4-7.1
net-tools 2.10-3.1
netctl 1.29-2
netstandard-targeting-pack 9.0.9.sdk110-1
nettle 3.10.2-1.1
networkmanager 1.54.1-1
networkmanager-openvpn 1.12.3-1.1
networkmanager-qt 6.19.0-1.1
networkmanager-vpn-plugin-openvpn 1.12.3-1.1
nfs-utils 2.8.4-1.1
nfsidmap 2.8.4-1.1
nftables 1:1.1.5-1.1
nilfs-utils 2.2.12-1.1
node-gyp 11.5.0-1
nodejs 25.1.0-4
nodejs-nopt 7.2.1-1
noto-color-emoji-fontconfig 1.0.0-2
noto-fonts 1:2025.11.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.051-1
npm 11.6.2-1
npth 1.8-1.1
nspr 4.37-1.1
nss 3.117-1.1
nss-mdns 0.15.1-2.1
ntp 4.2.8.p18-6
nvibrant-bin 1.1.0-1
nvidia-settings 580.105.08-1
nvidia-utils 580.105.08-1.1
obs-studio 32.0.1-2.1
obsidian 1.9.14-1
ocean-sound-theme 6.5.2-1
ocl-icd 2.3.3-1.1
octopi 0.18.1-1
okular 25.08.3-1.1
onetbb 2022.3.0-1.1
oniguruma 6.9.10-1.1
openal 1.24.3-2.1
openbsd-netcat 1.234_1-1.1
opencl-nvidia 580.105.08-1.1
opencore-amr 0.1.6-2.1
opencv 4.12.0-12.1
opendesktop-fonts 1.4.2-7
openexr 3.4.3-1.1
openh264 2.6.0-1.1
openjpeg2 2.5.4-1.1
openssh 10.2p1-2.1
openssl 3.6.0-1.1
openssl-1.1 1.1.1.w-2.1
opentimelineio 0.18.0-1
openvpn 2.6.15-1.1
openxr 1.1.53-1.1
opus 1.5.2-1.1
opusfile 0.12-4.1
orc 0.4.41-1.1
os-prober 1.83-1.1
ostree 2025.6-1.1
p11-kit 0.25.10-2.1
pacman 7.0.0.r7.g1f38429-2
pacman-contrib 1.13.0-1.1
pacman-mirrorlist 20251021-1
pacutils 0.15.0-2
pahole 1:1.30-2.1
pam 1.7.1-1.1
pambase 20250719-1
pango 1:1.57.0-2.1
pangomm-2.48 2.56.1-1.2
parallel 20251022-1
parted 3.6-2.1
paru 2.1.0-1
passim 0.1.10-1.1
patch 2.8-1.1
pavucontrol 1:6.2-1.1
pciutils 3.14.0-1.1
pcre 8.45-4.1
pcre2 10.47-1.1
pcsclite 2.4.0-3.1
perl 5.42.0-1.1
perl-alien-build 2.84-3
perl-alien-libxml2 0.20-3
perl-capture-tiny 0.50-3
perl-clone 0.47-2.1
perl-dbi 1.647-2.1
perl-encode-locale 1.05-14
perl-error 0.17030-2
perl-ffi-checklib 0.31-7
perl-file-chdir 0.1011-6
perl-file-listing 6.16-5
perl-file-which 1.27-7
perl-html-parser 3.83-2.1
perl-html-tagset 3.24-3
perl-http-cookiejar 0.014-4
perl-http-cookies 6.11-3
perl-http-daemon 6.16-5
perl-http-date 6.06-4
perl-http-message 7.01-1
perl-http-negotiate 6.01-15
perl-io-html 1.004-7
perl-libwww 6.81-1
perl-lwp-mediatypes 6.04-7
perl-mailtools 2.22-2
perl-net-http 6.24-1
perl-path-tiny 0.150-1
perl-timedate 2.33-8
perl-try-tiny 0.32-3
perl-uri 5.34-1
perl-www-robotrules 6.02-15
perl-xml-libxml 2.0210-4.1
perl-xml-namespacesupport 1.12-6
perl-xml-parser 2.47-3.1
perl-xml-sax 1.02-2
perl-xml-sax-base 1.09-6
perl-xml-writer 0.900-5
phonon-qt6 4.12.0-5
phonon-qt6-vlc 0.12.0-5
pinentry 1.3.2-2.1
pipewire 1:1.4.9-1.1
pipewire-alsa 1:1.4.9-1.1
pipewire-audio 1:1.4.9-1.1
pipewire-pulse 1:1.4.9-1.1
pixman 0.46.4-1.1
pkcs11-helper 1.30.0-2.1
pkgconf 2.5.1-1.1
pkgfile 25-1.1
plasma-activities 6.5.2-1
plasma-activities-stats 6.5.2-1
plasma-browser-integration 6.5.2-1
plasma-desktop 6.5.2-1
plasma-firewall 6.5.2-1
plasma-integration 6.5.2-1
plasma-nm 6.5.2-1
plasma-pa 6.5.2-1
plasma-systemmonitor 6.5.2-1
plasma-thunderbolt 6.5.2-1
plasma-workspace 6.5.2-1
plasma5support 6.5.2-1
plocate 1.1.23-1.1
plymouth 24.004.60-14.1
plymouth-kcm 6.5.2-1
polkit 126-2.1
polkit-kde-agent 6.5.2-1
polkit-qt6 0.200.0-1
poppler 25.10.0-1.1
poppler-data 0.4.12-2
poppler-glib 25.10.0-1.1
poppler-qt6 25.10.0-1.1
popt 1.19-2.1
portaudio 1:19.7.0-3.2
power-profiles-daemon 0.30-1
powerdevil 6.5.2-1
ppp 2.5.2-1.1
prison 6.19.0-1.1
procps-ng 4.0.5-3.1
projectm 3.1.12-5.1
protobuf 33.0-2
protobuf-c 1.5.2-7.1
proton-cachyos 1:10.0.20251023-3
proton-cachyos-slr 1:10.0.20251023-1
protontricks 1.13.0-3
psmisc 23.7-1.1
pulseaudio-qt 1.7.0-2.1
purpose 6.19.0-1.1
pv 1.9.44-1.1
python 3.13.7-2
python-aaf2 1.7.1-3
python-annotated-doc 0.0.3-1
python-annotated-types 0.7.0-2
python-anyio 4.11.0-1
python-argcomplete 3.6.2-1
python-asgiref 3.10.0-1
python-attrs 25.4.0-1
python-autocommand 2.2.2-7
python-beautifulsoup4 4.14.2-1
python-cairo 1.28.0-1.1
python-cbor2 5.7.1-1.1
python-certifi 2025.10.05-1
python-cffi 2.0.0-1.1
python-chardet 5.2.0-6
python-charset-normalizer 3.4.4-1.1
python-click 8.2.1-1
python-colorlog 6.9.0-1
python-contourpy 1.3.3-1.1
python-crcmod 1.7-8.1
python-cryptography 46.0.3-1.1
python-cycler 0.12.1-3
python-dateutil 2.9.0-6
python-dbus 1.4.0-1
python-defusedxml 0.7.1-7
python-distro 1.9.0-3
python-docopt 0.6.2-14
python-docstring-to-markdown 0.17-1
python-dotenv 1.2.1-1
python-evdev 1.9.2-1.1
python-fastapi 0.121.0-1
python-filelock 3.20.0-1
python-fonttools 4.60.1-1.1
python-gobject 3.54.5-1
python-h11 0.16.0-1
python-hidapi 0.14.0-4.1
python-httptools 0.6.4-2.1
python-idna 3.11-1
python-importlib-metadata 8.7.0-1
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jedi 0.19.2-1
python-kiwisolver 1.4.7-1.1
python-lsp-jsonrpc 1.1.2-5
python-lsp-server 1.12.2-1
python-lxml 6.0.2-1.1
python-matplotlib 3.10.6-1
python-moddb 0.14.0-1
python-more-itertools 10.8.0-1
python-numpy 2.3.4-1.1
python-orjson 3.11.4-1.1
python-packaging 25.0-1
python-parso 1:0.8.5-1
python-pillow 12.0.0-1
python-pip 25.2-1
python-pipx 1.8.0-1
python-platformdirs 4.5.0-1
python-pluggy 1.6.0-1
python-psutil 7.1.3-1.1
python-pycparser 2.23-1
python-pydantic 2.12.3-1
python-pydantic-core 3:2.41.4-1.1
python-pydantic-extra-types 2.10.6-1
python-pydantic-settings 2.11.0-1
python-pyparsing 3.2.5-1
python-pyqt5 5.15.11-2
python-pyqt5-sip 12.17.1-1.1
python-pyusb 1.3.1-1
python-pyzstd 0.18.0-1.1
python-reportlab 4.2.2-5
python-requests 2.32.5-1
python-setuptools 1:80.9.0-2
python-six 1.17.0-1
python-sniffio 1.3.1-4
python-soupsieve 2.8-1
python-starlette 0.50.0-1
python-typing-inspection 0.4.2-1
python-typing_extensions 4.15.0-1
python-ujson 5.10.0-2.1
python-urllib3 2.5.0-2
python-userpath 1.9.2-3
python-uvloop 0.21.0-2.2
python-vdf 4.0-2
python-websockets 15.0.1-1.1
python-wheel 0.45.1-1
python-wxpython 1:4.2.3-3
python-xlib 0.33-4
python-xxhash 3.6.0-1.1
python-yaml 6.0.3-1.1
python-zipp 3.21.0-2
qalculate-qt 5.8.1-1.1
qbittorrent 5.1.2-2
qca-qt6 2.3.10-4
qcoro 0.12.0-1
qhull 2020.2-5.1
qpdf 12.2.0-1.1
qqc2-breeze-style 6.5.2-1
qqc2-desktop-style 6.19.0-1.1
qrcodegencpp-cmake 1.8.0-4.8
qrencode 4.1.1-4.6
qt-sudo 2.2.0-1
qt5-base 5.15.18+kde+r109-1.1
qt5-declarative 5.15.18+kde+r22-1.1
qt5-graphicaleffects 5.15.18-1.1
qt5-quickcontrols 5.15.18-1.1
qt5-quickcontrols2 5.15.18+kde+r5-1.1
qt5-svg 5.15.18+kde+r5-1.1
qt5-tools 5.15.18+kde+r3-1.1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1.1
qt5-x11extras 5.15.18-1.1
qt6-5compat 6.10.0-1.1
qt6-base 6.10.0-2
qt6-connectivity 6.10.0-1.1
qt6-declarative 6.10.0-2.1
qt6-imageformats 6.10.0-1.1
qt6-location 6.10.0-1.1
qt6-multimedia 6.10.0-2.1
qt6-multimedia-ffmpeg 6.10.0-2.1
qt6-networkauth 6.10.0-1.1
qt6-positioning 6.10.0-1.1
qt6-quick3d 6.10.0-1.1
qt6-quicktimeline 6.10.0-1.1
qt6-sensors 6.10.0-1.1
qt6-shadertools 6.10.0-1.1
qt6-speech 6.10.0-1.1
qt6-svg 6.10.0-2.1
qt6-tools 6.10.0-2.1
qt6-translations 6.10.0-1
qt6-virtualkeyboard 6.10.0-1.1
qt6-wayland 6.10.0-1.1
qt6-webchannel 6.10.0-1.1
qt6-webengine 6.10.0-1
qt6-websockets 6.10.0-1.1
qt6pas 6.2.10-1.1
qtermwidget 2.2.0-1.1
raptor 2.0.16-8.1
rasqal 1:0.9.33-7.2
rate-mirrors 0.22.0-2
rav1e 0.8.1-2.1
re2 1:20240702-7.1
readline 8.3.001-1.1
rebuild-detector 4.4.5-1
redland 1:1.0.17-9.1
reflector 2023-3
rhash 1.4.6-1.1
ripgrep 15.1.0-2
ripgrep-all 0.10.9-1.1
rnnoise 1:0.2-1.1
rpcbind 1.2.8-1.1
rsync 3.4.1-2.1
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1.1
rubberband 4.0.0-1.1
ruff 0.14.4-1.1
run-parts 5.23.2-1.1
runc 1.3.3-1.1
rust 1:1.91.0-1.1
rust-analyzer 20251103-1.1
rust-src 1:1.91.0-1.1
s-nail 14.9.25-1.1
sbc 2.1-1.1
sbctl 0.18-1.1
scx-manager 1.15.6-1
scx-scheds 1.0.17-1
sd 1.0.0-1.1
sddm 0.21.0-8
sddm-kcm 6.5.2-1
sdl12-compat 1.2.68-2.1
sdl2-compat 2.32.58-1.1
sdl2_image 2.8.8-1.1
sdl2_mixer 2.8.1-2.1
sdl2_ttf 2.24.0-2.1
sdl3 3.2.26-1.1
sdl_image 1.2.12-9.1
seatd 0.9.1-1.1
sed 4.9-3.2
semver 7.7.3-1
sequoia-sqv 1.3.0-1.1
serd 0.32.4-1.1
sg3_utils 1.48-1.2
shaderc 2025.4-2.1
shadow 4.18.0-1.1
shared-mime-info 2.4-2.1
signon-kwallet-extension 25.08.3-1.1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3.1
signond 8.61-3.1
simde 0.8.2-1
simdjson 1:4.2.1-1.1
slang 2.3.3-4.1
smartmontools 7.5-1.1
smbclient 2:4.23.2-1.1
smplayer 25.6.0-1.1
snappy 1.2.2-2.1
socat 1.8.0.3-2.1
sof-firmware 2025.05.1-1
solid 6.19.0-1.1
sonnet 6.19.0-1.1
sord 0.16.18-1.1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1.1
source-highlight 3.1.9-16.1
spandsp 0.0.6-6
spdlog 1.16.0-1.1
spectacle 1:6.5.2-1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spirv-tools 1:1.4.328.1-1.1
spotify-launcher 0.6.3-2.1
sqlite 3.50.4-3
squashfuse 0.6.1-1.1
sratom 0.6.18-1
srt 1.5.4-1.1
startup-notification 0.12-9.1
steam 1.0.0.85-1
stress 1.0.7-3.1
sudo 1.9.17.p2-1.1
suitesparse 7.12.1-1.1
svt-av1 3.1.2-2
svt-hevc 1.5.1-3.2
syndication 6.19.0-1.1
syntax-highlighting 6.19.0-1.1
sysfsutils 2.1.1-2.2
systemd 258.1-1
systemd-libs 258.1-1
systemd-resolvconf 258.1-1
systemd-sysvcompat 258.1-1
systemsettings 6.5.2-1
taglib 2.1.1-1.1
talloc 2.4.3-1.1
tar 1.35-2.1
tcl 8.6.16-1.1
tdb 1.4.14-1.1
tealdeer 1.8.0-1.1
tevent 1:0.17.1-1.1
texinfo 7.2-1.1
thin-provisioning-tools 1.3.0-1.1
threadweaver 6.19.0-1.1
tinysparql 3.10.1-1
tk 8.6.16-1.1
tpm2-tss 4.1.3-1.1
traceroute 2.1.6-1.1
tree-sitter 0.25.10-1.1
tree-sitter-c 0.24.1-1.1
tree-sitter-lua 0.4.0-1.1
tree-sitter-markdown 0.5.1-1.1
tree-sitter-query 0.7.0-1.1
tree-sitter-vim 0.7.0-1.1
tree-sitter-vimdoc 4.0.0-1.1
tslib 1.24-1.1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-fantasque-nerd 3.4.0-1
ttf-fira-sans 1:4.301-2
ttf-hack 3.003-7
ttf-liberation 2.1.5-2
ttf-meslo-nerd 3.4.0-1
ttf-opensans 3.003-1
twolame 0.4.0-4.1
tzdata 2025b-1.1
uchardet 0.0.8-3.1
udisks2 2.10.2-1.1
ufw 0.36.2-5
umu-launcher 1.2.9-2
unibilium 2.1.2-1.1
unrar 1:7.2.1-1.1
unzip 6.0-23.1
upower 1.90.10-1.1
usb_modeswitch 2.6.2-1.1
usbutils 019-1.1
uthash 2.3.0-2
util-linux 2.41.2-1.1
util-linux-libs 2.41.2-1.1
uv 0.9.7-1.1
uvicorn 0.35.0-1
v4l-utils 1.32.0-1.1
vapoursynth 72-1.1
verdict 1.4.4-1.1
vi 1:070224-6.1
vid.stab 1.1.1-2.1
vim 9.1.1841-1.1
vim-runtime 9.1.1841-1.1
visual-studio-code-bin 1.105.1-1
vlc 3.0.21-31.1
vlc-cli 3.0.21-31.1
vlc-gui-qt 3.0.21-31.1
vlc-plugin-a52dec 3.0.21-31.1
vlc-plugin-aalib 3.0.21-31.1
vlc-plugin-alsa 3.0.21-31.1
vlc-plugin-aom 3.0.21-31.1
vlc-plugin-archive 3.0.21-31.1
vlc-plugin-aribb24 3.0.21-31.1
vlc-plugin-aribb25 3.0.21-31.1
vlc-plugin-ass 3.0.21-31.1
vlc-plugin-avahi 3.0.21-31.1
vlc-plugin-bluray 3.0.21-31.1
vlc-plugin-caca 3.0.21-31.1
vlc-plugin-cddb 3.0.21-31.1
vlc-plugin-chromecast 3.0.21-31.1
vlc-plugin-dav1d 3.0.21-31.1
vlc-plugin-dbus 3.0.21-31.1
vlc-plugin-dbus-screensaver 3.0.21-31.1
vlc-plugin-dca 3.0.21-31.1
vlc-plugin-dvb 3.0.21-31.1
vlc-plugin-dvd 3.0.21-31.1
vlc-plugin-faad2 3.0.21-31.1
vlc-plugin-ffmpeg 3.0.21-31.1
vlc-plugin-firewire 3.0.21-31.1
vlc-plugin-flac 3.0.21-31.1
vlc-plugin-fluidsynth 3.0.21-31.1
vlc-plugin-freetype 3.0.21-31.1
vlc-plugin-gme 3.0.21-31.1
vlc-plugin-gnutls 3.0.21-31.1
vlc-plugin-gstreamer 3.0.21-31.1
vlc-plugin-inflate 3.0.21-31.1
vlc-plugin-jack 3.0.21-31.1
vlc-plugin-journal 3.0.21-31.1
vlc-plugin-jpeg 3.0.21-31.1
vlc-plugin-kate 3.0.21-31.1
vlc-plugin-kwallet 3.0.21-31.1
vlc-plugin-libsecret 3.0.21-31.1
vlc-plugin-lirc 3.0.21-31.1
vlc-plugin-live555 3.0.21-31.1
vlc-plugin-lua 3.0.21-31.1
vlc-plugin-mad 3.0.21-31.1
vlc-plugin-matroska 3.0.21-31.1
vlc-plugin-mdns 3.0.21-31.1
vlc-plugin-modplug 3.0.21-31.1
vlc-plugin-mpeg2 3.0.21-31.1
vlc-plugin-mpg123 3.0.21-31.1
vlc-plugin-mtp 3.0.21-31.1
vlc-plugin-musepack 3.0.21-31.1
vlc-plugin-nfs 3.0.21-31.1
vlc-plugin-notify 3.0.21-31.1
vlc-plugin-ogg 3.0.21-31.1
vlc-plugin-opus 3.0.21-31.1
vlc-plugin-png 3.0.21-31.1
vlc-plugin-pulse 3.0.21-31.1
vlc-plugin-quicksync 3.0.21-31.1
vlc-plugin-samplerate 3.0.21-31.1
vlc-plugin-sdl 3.0.21-31.1
vlc-plugin-sftp 3.0.21-31.1
vlc-plugin-shout 3.0.21-31.1
vlc-plugin-smb 3.0.21-31.1
vlc-plugin-soxr 3.0.21-31.1
vlc-plugin-speex 3.0.21-31.1
vlc-plugin-srt 3.0.21-31.1
vlc-plugin-svg 3.0.21-31.1
vlc-plugin-tag 3.0.21-31.1
vlc-plugin-theora 3.0.21-31.1
vlc-plugin-twolame 3.0.21-31.1
vlc-plugin-udev 3.0.21-31.1
vlc-plugin-upnp 3.0.21-31.1
vlc-plugin-vorbis 3.0.21-31.1
vlc-plugin-vpx 3.0.21-31.1
vlc-plugin-x264 3.0.21-31.1
vlc-plugin-x265 3.0.21-31.1
vlc-plugin-xml 3.0.21-31.1
vlc-plugin-zvbi 3.0.21-31.1
vlc-plugins-all 3.0.21-31.1
vlc-plugins-base 3.0.21-31.1
vlc-plugins-extra 3.0.21-31.1
vlc-plugins-video-output 3.0.21-31.1
vlc-plugins-visualization 3.0.21-31.1
vmaf 3.0.0-1.1
volume_key 0.3.12-11.1
vulkan-icd-loader 1.4.328.1-1.1
vulkan-tools 1.4.328.1-1.1
wayland 1.24.0-1.1
wayland-utils 1.2.0-2.1
webkit2gtk-4.1 2.50.1-1
webrtc-audio-processing-1 1.3-5.1
wget 1.25.0-2.1
which 2.23-1.1
wildmidi 0.4.6-1.1
wine 10.18-1.1
wine-cachyos-opt 2:10.0.20251015-1
winetricks 20250102-1
wireless-regdb 2025.10.07-1
wireplumber 0.5.12-1.1
wireshark-cli 4.6.0-1
wireshark-qt 4.6.0-1
woff2 1.0.2-6.1
wpa_supplicant 2:2.11-3.1
wqy-zenhei 0.9.45-10
wxwidgets-common 3.2.8.1-2
wxwidgets-gtk3 3.2.8.1-2
x264 3:0.165.r3222.b35605a-2.1
x265 4.1-1.1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2.2
xcb-util-cursor 0.1.6-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xdg-dbus-proxy 0.1.6-1.1
xdg-desktop-portal 1.20.3-2.1
xdg-desktop-portal-gtk 1.15.3-1.1
xdg-desktop-portal-kde 6.5.2-1
xdg-user-dirs 0.19-2.1
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1.1
xfsprogs 6.17.0-1.1
xkeyboard-config 2.46-1
xl2tpd 1.3.19-1.1
xmlsec 1.3.8-1.1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.20-1.1
xorg-server-common 21.1.20-1.1
xorg-setxkbmap 1.3.4-2.1
xorg-xauth 1.1.4-1.1
xorg-xdpyinfo 1.4.0-1.1
xorg-xinit 1.4.4-1.1
xorg-xinput 1.6.4-2.1
xorg-xkbcomp 1.4.7-1.1
xorg-xkill 1.0.6-2.1
xorg-xmessage 1.0.7-1.1
xorg-xmodmap 1.0.11-2.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.3-1.1
xorg-xrdb 1.2.2-2.1
xorg-xset 1.2.5-2.1
xorg-xwayland 24.1.9-1.1
xorgproto 2024.1-2
xsettingsd 1.0.2-3.1
xvidcore 1.3.7-3.1
xxhash 0.8.3-1
xz 5.8.1-2
yay 12.5.2-2
yt-dlp 2025.10.22-1
yyjson 0.12.0-1.1
zbar 0.23.93-4.1
zed 0.211.6-1
zenity 4.2.0-1.1
zeromq 4.3.5-2.1
zimg 3.0.5-1.1
zix 0.6.2-1.1
zlib-ng 2.2.5-2
zlib-ng-compat 2.2.5-2
zram-generator 1.2.1-1.1
zsh 5.9-5.1
zstd 1.5.7-2
zvbi 0.2.44-1.1
zxing-cpp 2.3.0-5.1
